	0299    C 65535      S E 3 11395.68   12.67
2000/08/01 15:35:19.7 L 2.6 l  34.806 -116.269   6.6 A 9159034  30 816  0  0
	 HEC  HHZ  7235      P IU0   6.62    1.58
	 HEC  HHN  7236      S I 1   6.62    2.95
	 CDY  VHZ   184      P IU1   6.83    1.62
	 RAG  VHZ  1034      P IU1  17.46    3.17
	 RMM  VHZ   647      P ID0  37.40    6.25
	 RMM  VLN   652      S E 2  37.40   11.07
	 HDB  VHZ  1032      P IU1  45.07    7.66
	 HDB  VHZ  1032      S E 3  45.07   13.42
	 TPM  VHZ  1033      P ID0  52.22    8.76
	 GTM  VHZ   377      P E 2  57.43    9.35
	 GRP  VHZ   355      P IU0  61.02   10.15
	 RMR  VHZ   654      P ID1  71.78   11.74
	 SIL  VHZ   711      P ID1  72.41   11.96
	 FLS  VHZ   323      S E 3  73.31   20.92
	 GSC  VHZ   365      P IU1  74.07   12.42
	 LUC  VHZ   466      P ID0  75.09   12.31
	 TPC  VHZ   814      P IU1  80.46   13.40
	 SHE  VHZ  1035      P E 2  81.25   13.58
	 HOD  VHZ   395      P E 3  90.28   14.70
	 HOD  VHZ   395      S E 2  90.28   25.53
	 BTL  VHZ   170      P ID1  91.28   15.10
	 RAY  VHZ   633      P ID1  99.09   16.38
	 CSP  VHZ   235      P E 2 115.22   18.84
	 FRG  VHZ   330      P E 2 118.17   19.80
	 HYS  VHZ   399      P E 3 120.09   19.43
	 XMS  VHZ   930      P E 2 128.65   20.92
	 SKY  VHZ   716      P E 2 138.18   22.34
	 POB  VHZ   605      P E 2 138.31   22.93
	0299    C 65535      P IU0 11395.62    7.30
	0299    C 65535      S E 3 11395.62   12.58
2000/08/01 15:45:27.7 L 1.6 c  33.920 -118.323   6.0 C 9159035   8  50  0  0
	 SAD  VHZ   666      P IU1  36.29    6.34
	 SAD  VHZ   666      S E 3  36.29   10.71
	 SIP  VHZ   714      P E 2  52.74    8.63
	 CFL  VHZ   185      P E 2  53.56    8.81
	 XTL  VHZ   931      P E 3  59.60    9.91
	 HOL  VHZ  1027      P E 2  74.32   12.53
	 WS2  VHZ  1019      P E 2  78.63   12.97
	 ELS  VHZ   297      P E 3  87.90   14.38
2000/08/01 15:57:19.2 L 1.6 l  34.337 -116.476   4.9 A 9159036  30  86  0  0
	 GTM  VHZ   377      P ID0  12.02    2.30
	 GTM  VHZ   377      S E 2  12.02    4.24
	 RMR  VHZ   654      P ID0  16.62    3.14
	 RMR  VHZ   654      S E 3  16.62    5.51
	 HDB  VHZ  1032      P E 3  18.85    3.58
	 HDB  VHZ  1032      S E 3  18.85    6.31
	 SIL  VHZ   711      P E 2  32.42    5.83
	 SIL  VHZ   711      S E 2  32.42    9.31
	 TPM  VHZ  1033      P E 2  36.43    6.15
	 RMM  VHZ   647      P IU0  36.76    6.34
	 EW2  VHZ  1011      P E 2  44.55    7.39
	 EW2  VHZ  1011      S E 2  44.55   13.27
	 RAY  VHZ   633      P IU1  45.55    7.84
	 TPC  VHZ   814      P IU1  46.99    7.84
	 TPC  VHZ   814      S E 3  46.99   13.85
	 RAG  VHZ  1034      P E 2  48.73    8.20
	 CDY  VHZ   184      P E 3  56.30    9.52
	 PSP  VHZ   620      P E 3  60.79    9.78
	 FRG  VHZ   330      P E 3  74.91   12.37
